1,1220,5
1,94,3
1,95,3
1,1233,5
1,1092,4
1,1246,4
2,1175,4
2,1179,4
2,3863,2
2,2054,2
2,3798,3
2,1184,4
2,2997,4
2,1259,4
2,1,4
2,5,2
2,3005,3
2,6,4
2,7,3
2,2133,3
2,2060,3
2,3948,3
2,1263,4
2,1265,5
2,1193,4
2,1196,4
2,1197,5
2,593,4
2,597,4
2,1414,4
2,2144,4
2,1270,4
2,3889,2
2,2150,5
2,3893,4
2,3897,5
2,1358,4
2,1285,4
2,1288,4
2,2301,4
2,3104,4
2,2302,4
2,1500,4
2,2231,3
2,3039,4
2,830,3
2,1293,4
2,1294,4
2,762,2
2,1297,4
2,909,4
2,1299,4
2,838,4
2,3040,3
2,2241,4
2,1513,2
2,1441,3
2,2245,4
2,1517,4
2,2174,4
2,2248,4
2,1377,2
2,1378,3
2,1379,3
2,2321,4
2,3052,4
2,2324,5
2,2329,4
2,923,4
2,3203,4
2,3060,4
2,2331,2
2,2405,3
2,2406,4
2,2407,4
2,2262,4
2,2194,4
2,1394,5
2,1396,4
2,866,4
2,3070,3
2,2416,3
2,1614,3
2,1617,4
2,1476,4
2,1620,2
2,2424,3
2,2352,4
2,3156,3
2,1627,4
2,3087,3
2,3301,4
2,2502,3
2,2433,3
2,2507,4
2,1562,2
2,2369,3
2,1569,3
2,3317,4
2,2372,3
2,3175,4
2,2375,3
2,3253,4
2,3254,3
2,3255,4
2,1580,4
2,111,4
2,2384,3
2,1729,4
2,2387,3
2,2605,3
2,1804,3
2,3264,3
2,1806,4
2,1663,4
2,2539,2
2,2395,4
2,2469,3
2,2396,5
2,2616,2
2,2470,3
2,1747,4
2,3421,4
2,3424,4
2,1824,3
2,2555,1
2,3358,4
2,3359,4
2,2558,2
2,1686,3
2,144,4
2,218,2
2,2700,5
2,3361,5
2,3362,4
2,2706,5
2,3363,4
2,2561,3
2,2567,4
2,2568,2
2,223,4
2,3298,4
2,1694,3
2,224,3
2,153,2
2,228,3
2,2710,2
2,1911,3
2,1912,4
2,2716,3
2,3448,4
2,1918,3
2,1777,4
2,235,3
2,2723,3
2,3526,4
2,1923,5
2,2580,5
2,2581,3
2,1784,4
2,247,3
2,2804,4
2,3608,3
2,3536,4
2,2736,5
2,3468,5
2,2599,5
2,1799,4
2,3616,2
2,3543,4
2,3617,4
2,3618,3
2,2671,5
2,2746,1
2,11,4
2,339,3
2,3552,4
2,3481,5
2,2826,2
2,3556,4
2,2827,2
2,410,3
2,2683,3
2,1883,4
2,2759,3
2,1885,4
2,21,4
2,344,3
2,1888,2
2,348,4
2,1020,3
2,2907,2
2,2694,3
2,351,3
2,1968,4
2,352,4
2,2699,3
2,356,5
2,34,4
2,357,4
2,36,4
2,39,4
2,2915,4
2,2770,3
2,2918,5
2,2772,2
2,500,3
2,1034,3
2,434,3
2,293,4
2,45,3
2,367,4
2,296,5
2,2926,1
2,1042,5
2,2858,4
2,440,4
2,441,4
2,516,2
2,372,3
2,50,4
2,52,4
2,448,4
2,3809,4
2,2791,4
2,2793,4
2,1127,4
2,1054,4
2,2797,4
2,380,3
2,1997,2
2,527,5
2,2000,4
2,3740,4
2,2001,4
2,2002,3
2,2003,3
2,3671,5
2,1203,4
2,1060,5
2,1061,3
2,1136,4
2,532,2
2,608,4
2,70,4
2,539,3
2,3823,4
2,2011,4
2,3824,2
2,2012,3
2,1210,4
2,3752,3
2,3826,3
2,1213,5
2,2881,2
2,3685,4
2,1073,4
2,2959,4
2,543,3
2,471,4
2,1079,5
2,81,3
2,1220,4
2,1221,5
2,1222,4
2,1225,4
2,2028,5
2,1084,4
2,555,5
2,1089,4
2,486,2
2,2100,4
2,3916,2
2,1304,5
2,1231,4
2,2108,4
2,1307,5
2,1234,5
2,1235,5
2,2976,3
2,708,3
2,562,2
2,2112,4
2,1242,4
2,3784,3
2,3785,2
2,1171,4
2,1245,4
2,1172,4
2,1247,4
3,647,5
3,648,5
3,3863,3
3,2052,2
3,2126,4
3,3793,3
3,2054,3
3,2993,4
3,1183,5
3,586,4
3,587,4
3,588,3
3,1,4
3,2,2
3,3,4
3,3005,5
3,7,4
3,1405,4
3,3948,5
3,1265,1
3,733,5
3,1196,5
3,590,5
3,736,4
3,1198,5
3,592,3
3,593,5
3,595,3
3,597,5
3,1270,5
3,2153,2
3,2080,5
3,2154,1
3,2082,3
3,1282,2
3,3897,4
3,1358,3
3,1359,3
3,828,2
3,3100,3
3,3101,4
3,3107,4
3,3034,4
3,2163,4
3,1291,4
